1, ocean, alexscaves:abyssal_chasm, MONSTER, alexscaves:deep_one_mage, 10, 1, 1
6047, forest, terralith:skylands_autumn, MONSTER, minecraft:spider, 80, 4, 4
6048, forest, terralith:skylands_autumn, MONSTER, minecraft:zombie, 80, 4, 4
6049, forest, terralith:skylands_autumn, MONSTER, minecraft:zombie_villager, 10, 1, 1
6050, forest, terralith:skylands_autumn, MONSTER, minecraft:skeleton, 80, 4, 4
6051, forest, terralith:skylands_autumn, MONSTER, minecraft:creeper, 80, 4, 4
6052, forest, terralith:skylands_autumn, MONSTER, minecraft:slime, 80, 4, 4
6053, forest, terralith:skylands_autumn, MONSTER, minecraft:enderman, 5, 1, 4
6054, forest, terralith:skylands_autumn, MONSTER, minecraft:witch, 5, 1, 1
6055, forest, terralith:skylands_autumn, MONSTER, minecraft:drowned, 10, 1, 1
6056, forest, terralith:skylands_autumn, MONSTER, alexsmobs:centipede_head, 10, 1, 1
6057, forest, terralith:skylands_autumn, MONSTER, alexsmobs:farseer, 30, 1, 1
6058, forest, terralith:skylands_autumn, MONSTER, alexsmobs:murmur, 10, 1, 1
6059, forest, terralith:skylands_autumn, CREATURE, minecraft:sheep, 12, 4, 4
6060, forest, terralith:skylands_autumn, CREATURE, minecraft:cow, 10, 4, 4
6061, forest, terralith:skylands_autumn, CREATURE, minecraft:goat, 10, 2, 3
6062, forest, terralith:skylands_autumn, CREATURE, minecraft:fox, 10, 2, 3
6063, forest, terralith:skylands_autumn, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
6064, forest, terralith:skylands_autumn, CREATURE, alexsmobs:hummingbird, 19, 7, 7
6065, forest, terralith:skylands_autumn, CREATURE, alexsmobs:sunbird, 10, 1, 1
6066, forest, terralith:skylands_autumn, CREATURE, alexsmobs:raccoon, 10, 2, 4
6067, forest, terralith:skylands_autumn, CREATURE, alexsmobs:crow, 10, 3, 5
6068, forest, terralith:skylands_autumn, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
6069, forest, terralith:skylands_autumn, CREATURE, alexsmobs:bald_eagle, 15, 2, 4
6070, forest, terralith:skylands_autumn, CREATURE, alexsmobs:seagull, 21, 3, 6
6071, forest, terralith:skylands_autumn, CREATURE, alexsmobs:skunk, 10, 1, 2
6072, forest, terralith:skylands_autumn, CREATURE, alexsmobs:banana_slug, 14, 2, 3
6073, forest, terralith:skylands_autumn, CREATURE, alexsmobs:blue_jay, 16, 2, 4
6074, forest, terralith:skylands_autumn, AMBIENT, minecraft:bat, 10, 8, 8
6075, forest, terralith:skylands_autumn, AMBIENT, alexsmobs:fly, 10, 2, 3
6076, forest, terralith:skylands_autumn, AMBIENT, alexsmobs:cockroach, 10, 5, 5
6077, forest, terralith:skylands_autumn, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
6078, forest, terralith:skylands_autumn, WATER_CREATURE, minecraft:squid, 10, 1, 4
6079, forest, terralith:skylands_autumn, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
6080, forest, terralith:skylands_autumn, WATER_AMBIENT, minecraft:cod, 10, 3, 6
6081, forest, terralith:skylands_autumn, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
6082, forest, terralith:skylands_autumn, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
6083, forest, terralith:skylands_autumn, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
6084, forest, terralith:skylands_autumn, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
6085, forest, terralith:skylands_autumn, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
6086, forest, terralith:skylands_autumn, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
6087, forest, terralith:skylands_autumn, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
6088, forest, terralith:skylands_autumn, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
6089, forest, terralith:skylands_autumn, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
6090, forest, terralith:skylands_autumn, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
6091, forest, terralith:skylands_autumn, rascals, friendsandfoes:rascal, 10, 1, 1
6092, forest, terralith:skylands_spring, MONSTER, minecraft:spider, 80, 4, 4
6093, forest, terralith:skylands_spring, MONSTER, minecraft:zombie, 80, 4, 4
6094, forest, terralith:skylands_spring, MONSTER, minecraft:zombie_villager, 10, 1, 1
6095, forest, terralith:skylands_spring, MONSTER, minecraft:skeleton, 80, 4, 4
6096, forest, terralith:skylands_spring, MONSTER, minecraft:creeper, 80, 4, 4
6097, forest, terralith:skylands_spring, MONSTER, minecraft:slime, 80, 4, 4
6098, forest, terralith:skylands_spring, MONSTER, minecraft:enderman, 5, 1, 4
6099, forest, terralith:skylands_spring, MONSTER, minecraft:witch, 5, 1, 1
6100, forest, terralith:skylands_spring, MONSTER, minecraft:drowned, 10, 1, 1
6101, forest, terralith:skylands_spring, MONSTER, alexsmobs:centipede_head, 10, 1, 1
6102, forest, terralith:skylands_spring, MONSTER, alexsmobs:farseer, 30, 1, 1
6103, forest, terralith:skylands_spring, MONSTER, alexsmobs:murmur, 10, 1, 1
6104, forest, terralith:skylands_spring, CREATURE, minecraft:pig, 12, 4, 4
6105, forest, terralith:skylands_spring, CREATURE, minecraft:chicken, 10, 4, 4
6106, forest, terralith:skylands_spring, CREATURE, minecraft:rabbit, 10, 4, 4
6107, forest, terralith:skylands_spring, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
6108, forest, terralith:skylands_spring, CREATURE, alexsmobs:hummingbird, 19, 7, 7
6109, forest, terralith:skylands_spring, CREATURE, alexsmobs:sunbird, 10, 1, 1
6110, forest, terralith:skylands_spring, CREATURE, alexsmobs:raccoon, 10, 2, 4
6111, forest, terralith:skylands_spring, CREATURE, alexsmobs:crow, 10, 3, 5
6112, forest, terralith:skylands_spring, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
6113, forest, terralith:skylands_spring, CREATURE, alexsmobs:bald_eagle, 15, 2, 4
6114, forest, terralith:skylands_spring, CREATURE, alexsmobs:tiger, 30, 1, 3
6115, forest, terralith:skylands_spring, CREATURE, alexsmobs:seagull, 21, 3, 6
6116, forest, terralith:skylands_spring, CREATURE, alexsmobs:skunk, 10, 1, 2
6117, forest, terralith:skylands_spring, CREATURE, alexsmobs:blue_jay, 16, 2, 4
6118, forest, terralith:skylands_spring, CREATURE, friendsandfoes:moobloom, 32, 2, 4
6119, forest, terralith:skylands_spring, AMBIENT, minecraft:bat, 10, 8, 8
6120, forest, terralith:skylands_spring, AMBIENT, alexsmobs:fly, 10, 2, 3
6121, forest, terralith:skylands_spring, AMBIENT, alexsmobs:cockroach, 10, 5, 5
6122, forest, terralith:skylands_spring, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
6123, forest, terralith:skylands_spring, WATER_CREATURE, minecraft:squid, 10, 1, 4
6124, forest, terralith:skylands_spring, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
6125, forest, terralith:skylands_spring, WATER_AMBIENT, minecraft:cod, 10, 3, 6
6126, forest, terralith:skylands_spring, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
6127, forest, terralith:skylands_spring, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
6128, forest, terralith:skylands_spring, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
6129, forest, terralith:skylands_spring, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
6130, forest, terralith:skylands_spring, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
6131, forest, terralith:skylands_spring, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
6132, forest, terralith:skylands_spring, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
6133, forest, terralith:skylands_spring, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
6134, forest, terralith:skylands_spring, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
6135, forest, terralith:skylands_spring, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
6136, forest, terralith:skylands_spring, rascals, friendsandfoes:rascal, 10, 1, 1
6137, none, terralith:skylands_summer, MONSTER, minecraft:spider, 80, 4, 4
6138, none, terralith:skylands_summer, MONSTER, minecraft:zombie, 80, 4, 4
6139, none, terralith:skylands_summer, MONSTER, minecraft:zombie_villager, 10, 1, 1
6140, none, terralith:skylands_summer, MONSTER, minecraft:skeleton, 80, 4, 4
6141, none, terralith:skylands_summer, MONSTER, minecraft:creeper, 80, 4, 4
6142, none, terralith:skylands_summer, MONSTER, minecraft:slime, 80, 4, 4
6143, none, terralith:skylands_summer, MONSTER, minecraft:enderman, 5, 1, 4
6144, none, terralith:skylands_summer, MONSTER, minecraft:witch, 5, 1, 1
6145, none, terralith:skylands_summer, MONSTER, minecraft:drowned, 10, 1, 1
6146, none, terralith:skylands_summer, MONSTER, alexsmobs:centipede_head, 10, 1, 1
6147, none, terralith:skylands_summer, MONSTER, alexsmobs:farseer, 30, 1, 1
6148, none, terralith:skylands_summer, MONSTER, alexsmobs:murmur, 10, 1, 1
6149, none, terralith:skylands_summer, CREATURE, minecraft:sheep, 12, 8, 8
6150, none, terralith:skylands_summer, CREATURE, minecraft:pig, 10, 8, 8
6151, none, terralith:skylands_summer, CREATURE, minecraft:chicken, 10, 8, 8
6152, none, terralith:skylands_summer, CREATURE, minecraft:cow, 10, 8, 8
6153, none, terralith:skylands_summer, CREATURE, minecraft:parrot, 10, 1, 1
6154, none, terralith:skylands_summer, CREATURE, alexsmobs:hummingbird, 19, 7, 7
6155, none, terralith:skylands_summer, CREATURE, alexsmobs:sunbird, 10, 1, 1
6156, none, terralith:skylands_summer, CREATURE, alexsmobs:gorilla, 25, 7, 7
6157, none, terralith:skylands_summer, CREATURE, alexsmobs:komodo_dragon, 16, 1, 2
6158, none, terralith:skylands_summer, CREATURE, alexsmobs:capuchin_monkey, 28, 9, 16
6159, none, terralith:skylands_summer, CREATURE, alexsmobs:toucan, 23, 5, 5
6160, none, terralith:skylands_summer, CREATURE, alexsmobs:anaconda, 12, 1, 1
6161, none, terralith:skylands_summer, CREATURE, alexsmobs:anteater, 10, 1, 3
6162, none, terralith:skylands_summer, AMBIENT, minecraft:bat, 10, 8, 8
6163, none, terralith:skylands_summer, AMBIENT, alexsmobs:fly, 10, 2, 3
6164, none, terralith:skylands_summer, AMBIENT, alexsmobs:cockroach, 10, 5, 5
6165, none, terralith:skylands_summer, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
6166, none, terralith:skylands_summer, WATER_CREATURE, minecraft:squid, 10, 1, 4
6167, none, terralith:skylands_summer, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
6168, none, terralith:skylands_summer, WATER_AMBIENT, minecraft:cod, 10, 3, 6
6169, none, terralith:skylands_summer, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
6170, none, terralith:skylands_summer, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
6171, none, terralith:skylands_summer, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
6172, none, terralith:skylands_summer, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
6173, none, terralith:skylands_summer, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
6174, none, terralith:skylands_summer, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
6175, none, terralith:skylands_summer, rascals, friendsandfoes:rascal, 10, 1, 1
6176, none, terralith:skylands_winter, MONSTER, minecraft:spider, 80, 4, 4
6177, none, terralith:skylands_winter, MONSTER, minecraft:zombie, 80, 4, 4
6178, none, terralith:skylands_winter, MONSTER, minecraft:zombie_villager, 10, 1, 1
6179, none, terralith:skylands_winter, MONSTER, minecraft:stray, 80, 4, 4
6180, none, terralith:skylands_winter, MONSTER, minecraft:slime, 80, 4, 4
6181, none, terralith:skylands_winter, MONSTER, minecraft:enderman, 5, 1, 4
6182, none, terralith:skylands_winter, MONSTER, minecraft:witch, 5, 1, 1
6183, none, terralith:skylands_winter, MONSTER, minecraft:drowned, 10, 1, 1
6184, none, terralith:skylands_winter, MONSTER, alexsmobs:centipede_head, 10, 1, 1
6185, none, terralith:skylands_winter, MONSTER, alexsmobs:farseer, 30, 1, 1
6186, none, terralith:skylands_winter, MONSTER, alexsmobs:murmur, 10, 1, 1
6187, none, terralith:skylands_winter, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
6188, none, terralith:skylands_winter, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
6189, none, terralith:skylands_winter, CREATURE, minecraft:goat, 10, 4, 4
6190, none, terralith:skylands_winter, CREATURE, minecraft:sheep, 10, 4, 4
6191, none, terralith:skylands_winter, CREATURE, minecraft:rabbit, 10, 2, 3
6192, none, terralith:skylands_winter, CREATURE, alexsmobs:sunbird, 10, 1, 1
6193, none, terralith:skylands_winter, CREATURE, alexsmobs:moose, 10, 3, 4
6194, none, terralith:skylands_winter, CREATURE, alexsmobs:snow_leopard, 18, 1, 2
6195, none, terralith:skylands_winter, CREATURE, alexsmobs:crow, 10, 3, 5
6196, none, terralith:skylands_winter, CREATURE, alexsmobs:bald_eagle, 15, 2, 4
6197, none, terralith:skylands_winter, AMBIENT, minecraft:bat, 10, 8, 8
6198, none, terralith:skylands_winter, AMBIENT, alexsmobs:fly, 10, 2, 3
6199, none, terralith:skylands_winter, AMBIENT, alexsmobs:cockroach, 10, 5, 5
6200, none, terralith:skylands_winter, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
6201, none, terralith:skylands_winter, WATER_CREATURE, minecraft:squid, 10, 1, 4
6202, none, terralith:skylands_winter, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
6203, none, terralith:skylands_winter, WATER_AMBIENT, minecraft:cod, 10, 3, 6
6204, none, terralith:skylands_winter, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
6205, none, terralith:skylands_winter, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
6206, none, terralith:skylands_winter, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
6207, none, terralith:skylands_winter, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
6208, none, terralith:skylands_winter, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
6209, none, terralith:skylands_winter, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
6210, none, terralith:skylands_winter, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
6211, none, terralith:skylands_winter, rascals, friendsandfoes:rascal, 10, 1, 1
6212, none, aether:skyroot_forest, MONSTER, alexsmobs:farseer, 30, 1, 1
6213, none, aether:skyroot_forest, CREATURE, aether:phyg, 10, 3, 4
6214, none, aether:skyroot_forest, CREATURE, aether:sheepuff, 12, 3, 4
6215, none, aether:skyroot_forest, CREATURE, aether:flying_cow, 12, 2, 5
6216, none, aether:skyroot_forest, CREATURE, aether:aerbunny, 11, 3, 3
6217, none, aether:skyroot_forest, CREATURE, aether:moa, 10, 1, 3
6218, none, aether:skyroot_forest, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
6219, none, aether:skyroot_forest, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
6220, none, aether:skyroot_forest, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
6221, none, aether:skyroot_forest, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
6222, none, aether:skyroot_forest, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
6223, none, aether:skyroot_forest, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
6224, none, aether:skyroot_forest, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
6225, none, aether:skyroot_forest, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
6226, none, aether:skyroot_forest, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
6227, none, aether:skyroot_forest, AETHER_SURFACE_MONSTER, aether:aechor_plant, 10, 1, 1
6228, none, aether:skyroot_forest, AETHER_SURFACE_MONSTER, aether:blue_swet, 10, 1, 1
6229, none, aether:skyroot_forest, AETHER_SURFACE_MONSTER, aether:golden_swet, 10, 1, 1
6230, none, aether:skyroot_forest, AETHER_SURFACE_MONSTER, aether:whirlwind, 10, 1, 1
6231, none, aether:skyroot_forest, AETHER_SURFACE_MONSTER, aether:evil_whirlwind, 10, 1, 1
6232, none, aether:skyroot_forest, AETHER_SURFACE_MONSTER, aether_redux:vanilla_swet, 10, 1, 2
6233, none, aether:skyroot_forest, AETHER_DARKNESS_MONSTER, aether:cockatrice, 10, 1, 1
6234, none, aether:skyroot_forest, AETHER_SKY_MONSTER, aether:zephyr, 20, 1, 1
6235, none, aether:skyroot_forest, AETHER_AERWHALE, aether:aerwhale, 10, 1, 1
6236, none, aether:skyroot_grove, MONSTER, alexsmobs:farseer, 30, 1, 1
6237, none, aether:skyroot_grove, CREATURE, aether:phyg, 10, 3, 4
6238, none, aether:skyroot_grove, CREATURE, aether:sheepuff, 12, 3, 4
6239, none, aether:skyroot_grove, CREATURE, aether:flying_cow, 12, 2, 5
6240, none, aether:skyroot_grove, CREATURE, aether:aerbunny, 11, 3, 3
6241, none, aether:skyroot_grove, CREATURE, aether:moa, 10, 1, 3
6242, none, aether:skyroot_grove, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
6243, none, aether:skyroot_grove, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
6244, none, aether:skyroot_grove, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
6245, none, aether:skyroot_grove, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
6246, none, aether:skyroot_grove, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
6247, none, aether:skyroot_grove, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
6248, none, aether:skyroot_grove, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
6249, none, aether:skyroot_grove, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
6250, none, aether:skyroot_grove, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
6251, none, aether:skyroot_grove, AETHER_SURFACE_MONSTER, aether:aechor_plant, 10, 1, 1
6252, none, aether:skyroot_grove, AETHER_SURFACE_MONSTER, aether:blue_swet, 10, 1, 1
6253, none, aether:skyroot_grove, AETHER_SURFACE_MONSTER, aether:golden_swet, 10, 1, 1
6254, none, aether:skyroot_grove, AETHER_SURFACE_MONSTER, aether:whirlwind, 10, 1, 1
6255, none, aether:skyroot_grove, AETHER_SURFACE_MONSTER, aether:evil_whirlwind, 10, 1, 1
6256, none, aether:skyroot_grove, AETHER_SURFACE_MONSTER, aether_redux:vanilla_swet, 10, 1, 2
6257, none, aether:skyroot_grove, AETHER_DARKNESS_MONSTER, aether:cockatrice, 10, 1, 1
6258, none, aether:skyroot_grove, AETHER_SKY_MONSTER, aether:zephyr, 20, 1, 1
6259, none, aether:skyroot_grove, AETHER_AERWHALE, aether:aerwhale, 10, 1, 1
6260, none, aether:skyroot_meadow, MONSTER, alexsmobs:farseer, 30, 1, 1
6261, none, aether:skyroot_meadow, CREATURE, aether:phyg, 10, 3, 4
6262, none, aether:skyroot_meadow, CREATURE, aether:sheepuff, 12, 3, 4
6263, none, aether:skyroot_meadow, CREATURE, aether:flying_cow, 12, 2, 5
6264, none, aether:skyroot_meadow, CREATURE, aether:aerbunny, 11, 3, 3
6265, none, aether:skyroot_meadow, CREATURE, aether:moa, 10, 1, 3
6266, none, aether:skyroot_meadow, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
6267, none, aether:skyroot_meadow, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
6268, none, aether:skyroot_meadow, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
6269, none, aether:skyroot_meadow, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
6270, none, aether:skyroot_meadow, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
6271, none, aether:skyroot_meadow, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
6272, none, aether:skyroot_meadow, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
6273, none, aether:skyroot_meadow, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
6274, none, aether:skyroot_meadow, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
6275, none, aether:skyroot_meadow, AETHER_SURFACE_MONSTER, aether:aechor_plant, 10, 1, 1
6276, none, aether:skyroot_meadow, AETHER_SURFACE_MONSTER, aether:blue_swet, 10, 1, 1
6277, none, aether:skyroot_meadow, AETHER_SURFACE_MONSTER, aether:golden_swet, 10, 1, 1
6278, none, aether:skyroot_meadow, AETHER_SURFACE_MONSTER, aether:whirlwind, 10, 1, 1
6279, none, aether:skyroot_meadow, AETHER_SURFACE_MONSTER, aether:evil_whirlwind, 10, 1, 1
6280, none, aether:skyroot_meadow, AETHER_SURFACE_MONSTER, aether_redux:vanilla_swet, 10, 1, 2
6281, none, aether:skyroot_meadow, AETHER_DARKNESS_MONSTER, aether:cockatrice, 10, 1, 1
6282, none, aether:skyroot_meadow, AETHER_SKY_MONSTER, aether:zephyr, 20, 1, 1
6283, none, aether:skyroot_meadow, AETHER_AERWHALE, aether:aerwhale, 10, 1, 1
6284, none, aether:skyroot_woodland, MONSTER, alexsmobs:farseer, 30, 1, 1
6285, none, aether:skyroot_woodland, CREATURE, aether:phyg, 10, 3, 4
6286, none, aether:skyroot_woodland, CREATURE, aether:sheepuff, 12, 3, 4
6287, none, aether:skyroot_woodland, CREATURE, aether:flying_cow, 12, 2, 5
6288, none, aether:skyroot_woodland, CREATURE, aether:aerbunny, 11, 3, 3
6289, none, aether:skyroot_woodland, CREATURE, aether:moa, 10, 1, 3
6290, none, aether:skyroot_woodland, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
6291, none, aether:skyroot_woodland, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
